 UPDATE  The latest version of `serve` is 14.2.6
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 GET /
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 Returned 200 in 26 ms
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 GET /_next/static/chunks/webpack-b775db68bc069cf8.js
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 GET /_next/static/chunks/app/page-87df11b03fd4d43a.js
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 Returned 304 in 233 ms
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 Returned 304 in 288 ms
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 Returned 304 in 270 ms
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 Returned 200 in 271 ms
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 Returned 304 in 249 ms
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 Returned 304 in 230 ms
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 GET /favicon.ico
 HTTP  8/4/2026 11:39:18 PM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/4/2026 11:39:33 PM 127.0.0.1 GET /_next/static/chunks/108.f8c2feb934f099d7.js
 HTTP  8/4/2026 11:39:33 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:39:33 PM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/4/2026 11:39:33 PM 127.0.0.1 Returned 304 in 5 ms
 HTTP  8/4/2026 11:39:33 PM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/4/2026 11:39:33 PM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/4/2026 11:39:33 PM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/4/2026 11:39:33 PM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/4/2026 11:39:33 PM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/4/2026 11:39:33 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 GET /
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 GET /_next/static/chunks/webpack-b775db68bc069cf8.js
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 GET /_next/static/chunks/app/page-a68844340b1fc633.js
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 Returned 304 in 7 ms
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 Returned 304 in 7 ms
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 Returned 200 in 10 ms
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 Returned 304 in 12 ms
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 Returned 304 in 5 ms
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 Returned 304 in 9 ms
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 GET /favicon.ico
 HTTP  8/4/2026 11:40:43 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:40:56 PM 127.0.0.1 GET /_next/static/chunks/108.f8c2feb934f099d7.js
 HTTP  8/4/2026 11:40:56 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:40:56 PM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/4/2026 11:40:56 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:40:56 PM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/4/2026 11:40:56 PM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/4/2026 11:40:56 PM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/4/2026 11:40:56 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:40:56 PM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/4/2026 11:40:56 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/4/2026 11:42:13 PM 127.0.0.1 GET /_next/static/chunks/108.f8c2feb934f099d7.js
 HTTP  8/4/2026 11:42:13 PM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/4/2026 11:42:13 PM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/4/2026 11:42:13 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:42:13 PM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/4/2026 11:42:13 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:42:13 PM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/4/2026 11:42:13 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:42:13 PM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/4/2026 11:42:13 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:43:14 PM 127.0.0.1 GET /_next/static/chunks/108.f8c2feb934f099d7.js
 HTTP  8/4/2026 11:43:14 PM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/4/2026 11:43:14 PM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/4/2026 11:43:14 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:43:14 PM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/4/2026 11:43:14 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:43:14 PM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/4/2026 11:43:14 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:43:14 PM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/4/2026 11:43:14 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:55:51 PM 127.0.0.1 GET /
 HTTP  8/4/2026 11:55:51 PM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/4/2026 11:55:51 PM 127.0.0.1 GET /
 HTTP  8/4/2026 11:55:51 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/chunks/webpack-b775db68bc069cf8.js
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 11 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 9 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/chunks/webpack-b775db68bc069cf8.js
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /favicon.ico
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 GET /favicon.ico
 HTTP  8/4/2026 11:55:52 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 GET /
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 GET /_next/static/chunks/webpack-b775db68bc069cf8.js
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 Returned 200 in 126 ms
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 Returned 200 in 127 ms
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 GET /favicon.ico
 HTTP  8/4/2026 11:56:34 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/4/2026 11:58:34 PM 127.0.0.1 GET /_next/static/chunks/108.f8c2feb934f099d7.js
 HTTP  8/4/2026 11:58:34 PM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/4/2026 11:58:35 PM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/4/2026 11:58:35 PM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/4/2026 11:58:35 PM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/4/2026 11:58:35 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/4/2026 11:58:35 PM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/4/2026 11:58:35 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/4/2026 11:58:35 PM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/4/2026 11:58:35 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 GET /
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 GET /_next/static/chunks/webpack-b775db68bc069cf8.js
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 Returned 304 in 6 ms
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 Returned 304 in 5 ms
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 Returned 304 in 5 ms
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 Returned 304 in 4 ms
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 GET /favicon.ico
 HTTP  8/4/2026 11:59:02 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:59:08 PM 127.0.0.1 GET /_next/static/chunks/108.f8c2feb934f099d7.js
 HTTP  8/4/2026 11:59:08 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:59:08 PM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/4/2026 11:59:08 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:59:08 PM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/4/2026 11:59:08 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:59:08 PM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/4/2026 11:59:08 PM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/4/2026 11:59:08 PM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/4/2026 11:59:08 PM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 GET /
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 GET /_next/static/chunks/webpack-b775db68bc069cf8.js
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 Returned 304 in 6 ms
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 Returned 304 in 4 ms
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 Returned 304 in 4 ms
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 GET /favicon.ico
 HTTP  8/4/2026 11:59:50 PM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/4/2026 11:59:57 PM 127.0.0.1 GET /_next/static/chunks/108.f8c2feb934f099d7.js
 HTTP  8/4/2026 11:59:57 PM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/4/2026 11:59:57 PM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/4/2026 11:59:57 PM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/4/2026 11:59:57 PM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/4/2026 11:59:57 PM 127.0.0.1 Returned 304 in 1 ms
 HTTP  8/4/2026 11:59:57 PM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/4/2026 11:59:57 PM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/4/2026 11:59:57 PM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/4/2026 11:59:57 PM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:03:34 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:03:34 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:03:34 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:03:34 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 9 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 8 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 123 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 7 ms
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:03:35 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 12:03:45 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 12:03:46 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:03:46 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:03:52 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 12:03:52 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:03:52 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 12:03:52 AM 127.0.0.1 Returned 304 in 3 ms
 HTTP  8/5/2026 12:03:52 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 12:03:52 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 12:03:52 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 12:03:52 AM 127.0.0.1 Returned 304 in 2 ms
 HTTP  8/5/2026 12:03:52 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 12:03:52 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:04:30 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:04:40 AM 127.0.0.1 GET /_next/static/chunks/108.2f1a3717083ac47e.js
 HTTP  8/5/2026 12:04:40 AM 127.0.0.1 Returned 200 in 6 ms
 HTTP  8/5/2026 12:04:40 AM 127.0.0.1 GET /_next/static/chunks/561.3cfba3e3fbcbabab.js
 HTTP  8/5/2026 12:04:40 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:04:40 AM 127.0.0.1 GET /wasm/vision_wasm_internal.js
 HTTP  8/5/2026 12:04:40 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:04:40 AM 127.0.0.1 GET /wasm/vision_wasm_internal.wasm
 HTTP  8/5/2026 12:04:40 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:04:40 AM 127.0.0.1 GET /models/pose_landmarker_full.task
 HTTP  8/5/2026 12:04:40 AM 127.0.0.1 Returned 200 in 1 ms
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 GET /
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 GET /_next/static/css/5c393348f9d586ae.css
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 GET /_next/static/chunks/webpack-f6a4f847125b9942.js
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 GET /_next/static/chunks/860782d6-9b0034ff619fd41c.js
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 GET /_next/static/chunks/267-1d8b8dc4ad0cf6f6.js
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 GET /_next/static/chunks/main-app-c2ed5e882dd48f8e.js
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 Returned 200 in 3 ms
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 Returned 200 in 4 ms
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 GET /_next/static/chunks/app/page-66b1e3ad64d16296.js
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 Returned 200 in 5 ms
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 Returned 200 in 2 ms
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 GET /favicon.ico
 HTTP  8/5/2026 12:09:00 AM 127.0.0.1 Returned 200 in 2 ms
